Localidad,Provincia,CCAA,Clave ACT,Clave GRU,NIF,Entidad financiada 
Cugat del Vallés,Barcelona,CAT,AS,ID,G08766313,Hogar Parroquial
Barcelona,Barcelona,CAT,CUL,EC,G08768368,Lluisos de Horta
Olesa de M.,Barcelona,CAT,CH,EC,G08779365,La Passió
Sant Adriá del B.,Barcelona,CAT,ED,OR,G08819146,Hermanas del Amor de Dios - Colegio
Barcelona,Barcelona,CAT,ED,OR,G08862633,RSCJ Religiosas Sagrado Corazón - Colegio Sagart Cor Sarriá
Cardedeu,Barcelona,CAT,FUN,EV,G08876542,Adventistas - Residencia Avis Maranatha
Barcelona,Barcelona,CAT,AS,EC,G08917262,L'Hora de Deu
Sant Celoni,Barcelona,CAT,AS,OR,G08931974,La Salle - Grupo Scout
Barcelona,Barcelona,CAT,AS,EC,G08931974,Minyons Escoltes Sant Jordi
Secastilla,Huesca,ARA,IC,OR,G08934309,Opus Dei - Santuario Torreciudad
Barcelona,Barcelona,CAT,ED,EC,G08945065,Fundación Hostafrancs
Barcelona,Barcelona,CAT,ED,EC,G08968802,Fundación Escolar Betania Patmos
Aranda de Duero,Burgos,CYL,ED,OR,G09015249,Hijas de la Caridad - Colegio de la Vera Cruz
Burgos,Burgos,CYL,ED,EC,G09016262,Colegio Círculo Católico
Medina de Pomar,Burgos,CYL,AS,OR,G09021049,Salesianas - Asilo N. Sra. del Rosario
Burgos,Burgos,CYL,ED,OR,G09023367,Corazonistas - AMPA Colegio Sagrado Corazón
Aranda de Duero,Burgos,CYL,ED,OR,G09023482,Hijas de la Caridad - AMPA Colegio Vera Cruz
Briviesca,Burgos,CYL,AS,EC,G09023516,Casa Asilo de Pobre - Residencia La Milagrosa
Miranda de Ebro,Burgos,CYL,CH,EC,G09036641,Cofradía de San Juan del Monte
Burgos,Burgos,CYL,CH,EC,G09037888,Cofradía del Santísimo Sacramento
Miranda de Ebro,Burgos,CYL,ED,OR,G09092594,Educere - AMPA Colegio Sagrada Familia
Burgos,Burgos,CYL,AS,EC,G09201732,Frater - Fraternidad Cristiana Personas con Discapacidad
Miranda de Ebro,Burgos,CYL,ED,OR,G09227646,Sagrados Corazones - AMPA Colegio
Burgos,Burgos,CYL,Z,EC,G09236910,Sindicatos Católicos CYL
Burgos,Burgos,CYL,CH,EC,G09240474,Junta de Semana Santa
Burgos,Burgos,CYL,AS,EC,G09309626,Banco de Alimentos
Burgos,Burgos,CYL,DEP,EC,G09326307,Círculo Católico CD.
Alicante,Alicante,VAL,AS,EC,G09326745,Fundación Vicente Ferrer
Barcelona,Barcelona,CAT,AS,EC,G09326745,Fundación Vicente Ferrer
Bilbao,Bizkaia,EUS,AS,EC,G09326745,Fundación Vicente Ferrer
Burgos,Burgos,CYL,AS,EC,G09326745,Fundación Vicente Ferrer
Castellón,Castellón,VAL,AS,EC,G09326745,Fundación Vicente Ferrer
Dosrius,Barcelona,CAT,AS,EC,G09326745,Fundación Vicente Ferrer
Guadalajara,Guadalajara,CLM,AS,EC,G09326745,Fundación Vicente Ferrer
Las Palmas,Las Palmas,CANA,AS,EC,G09326745,Fundación Vicente Ferrer
Madrid,Madrid,MAD,AS,EC,G09326745,Fundación Vicente Ferrer
Murcia,Murcia,MUR,AS,EC,G09326745,Fundación Vicente Ferrer
Oviedo,Asturias,AST,AS,EC,G09326745,Fundación Vicente Ferrer
Palma,Baleares,IB,AS,EC,G09326745,Fundación Vicente Ferrer
Sevilla,Sevilla,AND,Z,EC,G09326745,Fundación Vicente Ferrer
Tarragona,Tarragona,CAT,AS,EC,G09326745,Fundación Vicente Ferrer
Toledo,Toledo,CLM,AS,EC,G09326745,Fundación Vicente Ferrer
Burgos,Burgos,CYL,ED,ID,G09336561,Colegio Diocesano La Visitación
Burgos,Burgos,CYL,AS,ID,G09345984,Delegación Diocesana de Juventud
Pancorbo,Burgos,CYL,IC,EC,G09360082,Fundación Iglesia Santiago
Burgos,Burgos,CYL,AS,ID,G09362401,VoluntaRed Escuela Diocesana
Burgos,Burgos,CYL,IC,ID,G09362401,Escuela Diocesana de Educadores de Juventud
Miranda de Ebro,Burgos,CYL,CH,EC,G09424185,A. Belenista
Medina de Pomar,Burgos,CYL,CH,EC,G09586207,Cofradía de la Vera Cruz
Burgos,Burgos,CYL,ED,EC,G09596800,Federación Católica de Madres y Padres de Alumnos
Cartagena,Murcia,MUR,CH,EC,G09723065,A. Belenista
El Molar,Burgos,CYL,CH,EC,G09731332,Cofradía Santa Agueda
Sevilla,Sevilla,AND,CH,EC,G09878471,Fundación Destino Rocío
Baza,Granada,AND,CH,EC,G09894338,Hermandad Virgen del Rocío
Barcelona,Barcelona,CAT,CUL,EC,G09942533,Centre Catolic de Sants
Plasencia,Cáceres,EXT,ED,OR,G10009546,La Salle - Colegio Virgen de Guadalupe
Cáceres,Cáceres,EXT,ED,ID,G10017911,Colegio Diocesano José Luis Cotallo - AMPA
Plasencia,Cáceres,EXT,AS,ID,G10033405,Cáritas
Cáceres,Cáceres,EXT,AS,EC,G10036911,Movimiento Junior Acción Católica
Coria,Cáceres,EXT,CH,EC,G10043735,Cofradía Virgen de Argeme
Cáceres,Cáceres,EXT,DEP,ID,G10107894,Colegio Diocesano - CD.
Cáceres,Cáceres,EXT,ED,OR,G10111920,Josefinas - Colegio N. Sra. de la Asunción AMPA
Plasencia,Cáceres,EXT,CH,EC,G10129575,Devoción N. Sra. de la Salud
Cáceres,Cáceres,EXT,AS,EC,G10174043,Proyecto Hombre
Cáceres,Cáceres,EXT,AS,EC,G10195303,Banco de Alimentos
Cáceres,Cáceres,EXT,CH,EC,G10199602,Cofradía de la Sagrada Cena
Calzadilla,Cáceres,EXT,CH,EC,G10204824,Cofradía Cristo de la Agonía
Plasencia,Cáceres,EXT,CH,EC,G10209252,Cofradía Santa María del Puerto
Plasencia,Cáceres,EXT,CH,EC,G10229334,Hermandad Jesús de la Pasión
Pinofranqueado,Cáceres,EXT,AS,EC,G10246361,Esclavos de María y de los Pobres - Casa de Misericordia P. Leocadio
Cáceres,Cáceres,EXT,AS,EC,G10257731,Mensajeros de la Paz
Brozas,Cáceres,EXT,AS,ID,G10272458,Residencia Diocesana Nuestro Hogar Condesa de Encina
Miajadas,Cáceres,EXT,AS,OR,G10390482,Carmelitas - Residencia San Martín de Porres
Cáceres,Cáceres,EXT,DEP,OR,G10441251,Carmelitas de la Caridad - CD. Vedruna
Cáceres,Cáceres,EXT,DEP,OR,G10464832,Josefinas Trinitarias - CD. 
Miajadas,Cáceres,EXT,CH,EC,G10468171,Cofradía N. Sra. de los Dolores
Valdefuentes,Cáceres,EXT,CH,EC,G10501344,Pasión Viviente
Alicante,Alicante,VAL,ED,OR,G10563328,Institución Teresiana - Colegio Santa Teresa
Palma,Baleares,IB,ED,OR,G10563328,Institución Teresiana - Colegio Santa Teresa
Aljaraque,Cáceres,EXT,CH,EC,G10624849,Hermandad Jesús Cautivo
Riopar,Albacete,CLM,CH,EC,G10774305,Cofradía N. Sra. de los Dolores
Los Barrios,Cádiz,AND,AS,OR,G11015344,Fundación Ramón Díaz
Cádiz,Cádiz,AND,CH,EC,G11018785,Cofradía Cristo de la Buena Muerte
Cádiz,Cádiz,AND,CH,EC,G11022449,Hermandad de la Santa Caridad
Cádiz,Cádiz,AND,CH,EC,G11026754,Hemandad Jesús Caído
Cádiz,Cádiz,AND,CH,EC,G11057155,Cofradía del Santo Entierro
Cádiz,Cádiz,AND,CH,EC,G11071891,Cofradía Borriquita
Cádiz,Cádiz,AND,CH,EC,G11083912,Cofradía de las Siete Palabras
Cádiz,Cádiz,AND,CH,EC,G11084464,Servitas María de los Dolores
Cádiz,Cádiz,AND,CH,EC,G11088168,Cofradía Cristo del Perdón
Cádiz,Cádiz,AND,CH,EC,G11093028,Hermandad Humildad y Paciencia
Cádiz,Cádiz,AND,CH,EC,G11093267,Archicofradía de la Columna
Cádiz,Cádiz,AND,CH,EC,G11093788,Cofradía Cristo de la Piedad
Cádiz,Cádiz,AND,CH,EC,G11202074,Hermandad Jesús Cautivo
Cádiz,Cádiz,AND,CH,EC,G11212941,Cofradía Jesús de la Salud
Cádiz,Cádiz,AND,CH,EC,G11213972,Hermandad Padre Nazareno
Cádiz,Cádiz,AND,CH,EC,G11215837,Consejo de Hermandades
Cádiz,Cádiz,AND,CH,EC,G11215886,Hermandad de la Vera Cruz
Cádiz,Cádiz,AND,CH,EC,G11223849,Archicofradía del Ecce Homo
Chiclana,Cádiz,AND,AS,EC,G11231396,Asociación de Caridad San Vicente de Paúl
Cádiz,Cádiz,AND,CH,EC,G11231420,Cofradía N. Sra. del Carmen
Puerto Real,Cádiz,AND,CH,EC,G11232485,Hermandad Jesús Nazareno
Cádiz,Cádiz,AND,CH,EC,G11233228,Cofradía Jesús Nazareno
Cádiz,Cádiz,AND,CH,EC,G11235744,Hermandad Santa Cena
Algeciras,Cádiz,AND,CH,EC,G11236395,Consejo de Hermandades
Chipiona,Cádiz,AND,CH,EC,G11237633,Hermandad N. Sra de la Regla
Chipiona,Cádiz,AND,CH,EC,G11237666,Hermandad de Jesús Cautivo
Puerto Real,Cádiz,AND,CH,EC,G11241205,Hermandad N. Sra. del Carmen
Cádiz,Cádiz,AND,CH,EC,G11243854,Hermandad del Rocío
El Puerto,Cádiz,AND,CH,EC,G11248101,Consejo de Hermandades
Cádiz,Cádiz,AND,CH,EC,G11248804,Hermandad Luz y Agua
Cádiz,Cádiz,AND,CH,EC,G11251782,Cofradía N. Sra. de las Angustias
Cádiz,Cádiz,AND,CH,EC,G11254646,Hermandad Afligidos
Cádiz,Cádiz,AND,CH,EC,G11258993,Cofradía de la Expiración
Puerto Real,Cádiz,AND,CH,EC,G11260718,Cofradía de la Soledad
Chiclana,Cádiz,AND,CH,EC,G11274438,Hermandad Humildad y Paciencia
Cádiz,Cádiz,AND,CH,EC,G11280518,Esclavitud del Santísimo
Cádiz,Cádiz,AND,CH,EC,G11296381,Cofradía Jesús de la Sentencia
Cádiz,Cádiz,AND,CH,EC,G11330669,Hermandad Descendimiento
Cádiz,Cádiz,AND,CH,EC,G11355898,A. Reyes Magos
Algeciras,Cádiz,AND,AS,EC,G11368487,Banco de Alimentos
Cádiz,Cádiz,AND,CH,EC,G11393725,Cofradía Virgen de la Merced
Cádiz,Cádiz,AND,AS,EC,G11397049,Banco de Alimentos
Cádiz,Cádiz,AND,CH,EC,G11401817,Archicofradía Jesús de la Penas
Chiclana,Cádiz,AND,CH,EC,G11410479,Hermandad de Jesús Nazareno
Cádiz,Cádiz,AND,CH,EC,G11418241,Hermandad Jesús del Prendimiento
Chiclana,Cádiz,AND,CH,EC,G11445244,A. Reyes Magos
Cádiz,Cádiz,AND,CH,EC,G11474673,Cofradía Jesús del Mayor Dolor
Sanlúcar,Cádiz,AND,CH,EC,G11526530,A. Belenistas San Lucas
Jerez,Cádiz,AND,AS,ID,G11611613,MSC - Movimiento Scout Católico
Cádiz,Cádiz,AND,AS,EC,G11631686,Proyecto Hombre
Cádiz,Cádiz,AND,AS,EC,G11656519,MSC - Movimiento Scout Católico
Jerez,Cádiz,AND,CH,EC,G11664414,A. de Belenistas
Cádiz,Cádiz,AND,CH,EC,G11668944,Hermandad del Santo Entierro
Jerez,Cádiz,AND,CH,EC,G11699451,A. Reyes Magos
Cádiz,Cádiz,AND,CH,EC,G11755238,Hermandad de la Vera Cruz
Cádiz,Cádiz,AND,CH,EC,G11757598,Hermandad Cristo de la Flagelación
Chipiona,Cádiz,AND,CH,EC,G11776481,A. Belenista
Jerez,Cádiz,AND,AS,OR,G11859618,La Salle - Hogar
Melilla,Melilla,MEL,AS,OR,G11859618,La Salle - Hogar
Jerez,Cádiz,AND,AS,ID,G11910031,Fundación Diocesana Hogar San Juan
Jerez,Cádiz,AND,EV,EV,G11947850,Fraternidad de Iglesias Evangélicas
Jerez,Cádiz,AND,CI,CI,G11948304,A. Islámica de Mujeres Bismillah
Ceuta,Ceuta,CEU,FUN,CH,G11954914,Comunidad Hindú
Ceuta,Ceuta,CEU,DEP,OR,G11964848,Agustinos - CD. San Agustín
Burriana,Castellón,VAL,AS,MIX,G12029138,Fundación a Favor de los Pobres
Castellón,Castellón,VAL,ED,OR,G12031522,Carmelitas de la Caridad AMPA Colegio Vedruna Sagrado Corazón
Burriana,Castellón,VAL,AS,ID,G12033064,Cáritas
Vila-real,Castellón,VAL,ED,EC,G12035036,Colegio Fundación Flors
Segorbe,Castellón,VAL,ED,ID,G12036174,Colegio Diocesano La Milagrosa - AMPA
Castellón,Castellón,VAL,AS,EC,G12043410,Comunidades Emaus
Alcora,Castellón,VAL,ED,OR,G12046900,Religiosas de la Consolación - APA Colegio Puertolas Pardo
Castellón,Castellón,VAL,AS,EC,G12064739,A. Provida
Castellón,Castellón,VAL,ED,EC,G12079422,Federación Católica de AMPAS
Vall de Uxó,Castellón,VAL,AS,EC,G12095618,Cáritas
Castellón,Castellón,VAL,AS,EC,G12226163,Frater - Fraternidad Cristiana Personas con Discapacidad
Nules,Castellón,VAL,ED,OR,G12234100,Hermanas de la Consolación - AMPA Colegio
Benicarló,Castellón,VAL,CH,EC,G12272811,Cofradía Sant Antonio Abad
Castellón,Castellón,VAL,CH,EC,G12272811,Cofradía Sant Antonio Abad
Castellón,Castellón,VAL,CH,EC,G12293775,Dansant del Corpus
Torreblanca,Castellón,VAL,CH,EC,G12318069,La Passió
Onda,Castellón,VAL,CH,EC,G12324497,Cofradía Jesús de Medinaceli
Alcora,Castellón,VAL,CH,EC,G12376281,Hermandad Cristo del Calvario
Borriol,Castellón,VAL,CH,EC,G12380416,Cofradía San Antonio Abad
Castellón,Castellón,VAL,CH,EC,G12430237,Fiestas religiosas en pueblos
Alcora,Castellón,VAL,CH,EC,G12583068,Junta de Cofradías
Vila-Real,Castellón,VAL,CH,EC,G12677852,Cofradía de la Purísima Sangre
Castellón,Castellón,VAL,CH,EC,G12689576,Cofradía Santo Sepulcro
Vila-Real,Castellón,VAL,CH,EC,G12690491,Hermandad del Santo Sepulcro
Atzeneta,Castellón,VAL,CH,EC,G12701504,Auroros Virgen del Rosario
Castellón,Castellón,VAL,AS,EC,G12719050,Banco de Alimentos
Onda,Castellón,VAL,AS,EC,G12753869,MSC - Movimiento Scout Católico
Gaibiel,Castellón,VAL,CH,EC,G12778528,Camareras Virgen Desamparados
Burriana,Castellón,VAL,DEP,OR,G12833489,Salesianos - CD. Don Bosco
Vila-real,Castellón,VAL,CH,EC,G12842555,Junta Central de Semana Santa
Vinaros,Castellón,VAL,ED,OR,G12850541,Clarisas - Colegio Divina Providencia
Vinaros,Castellón,VAL,CH,EC,G12857561,Federación de Cofradías
Castellón,Castellón,VAL,IC,EC,G12943916,Fundación pro Monasterio Basílica San Pascual Baylón
Malagón,Ciudad Real,CLM,AS,OR,G13009212,Carmelitas - Residencia San Clemencio
Daimiel,Ciudad Real,CLM,CH,EC,G13011960,Junta de Hermandades
Socuéllamos,Ciudad Real,CLM,AS,EC,G13046818,Fundación Carmen Arias - Residencia
Alcázar,Ciudad Real,CLM,CH,EC,G13101662,Hermandad San Sebastián
Ciudad Real,Ciudad Real,CLM,DEP,OR,G13128129,Marianistas - CD. Prado
Daimiel,Ciudad Real,CLM,CH,EC,G13133939,Hermandad N. Sra. de las Cruces
Puertollano,Ciudad Real,CLM,ED,OR,G13137088,Salesianos - Antiguos Alumnos
Puertollano,Ciudad Real,CLM,AS,OR,G13140421,Salesianos - Centro Juvenil Don Bosco
Daimiel,Ciudad Real,CLM,CH,EC,G13144316,Hermandad San Isidro
Alcázar,Ciudad Real,CLM,CH,EC,G13145099,Hermandad San Isidro Labrador
Daimiel,Ciudad Real,CLM,CH,EC,G13149844,Hermandad Virgen del Carmen
Bolaños de C.,Ciudad Real,CLM,CH,EC,G13163167,Cofradía del Santo Sepulcro
Bolaños de C.,Ciudad Real,CLM,CH,EC,G13163258,Hermandad Cristo del Consuelo
Villarribia,Ciudad Real,CLM,CH,EC,G13167143,Cofradía de la Soledad
Bolaños de C.,Ciudad Real,CLM,CH,EC,G13175724,Cofradía Virgen del Monte
Bolaños de C.,Ciudad Real,CLM,CH,EC,G13189840,Hermandad de San Cristóbal
Bolaños de C.,Ciudad Real,CLM,CH,EC,G13193115,Cofradía San Antonio de Padua
Daimiel,Ciudad Real,CLM,CH,EC,G13201363,Hermandad Virgen de la Paz
Almagro,Ciudad Real,CLM,CH,EC,G13234356,Cofradía Jesús de las Tres Caídas
Puertollano,Ciudad Real,CLM,CH,EC,G13240585,Costaleros de la Esperanza
Bolaños de C.,Ciudad Real,CLM,CH,EC,G13246871,Cofradía N. Sra. de los Dolores
Daimiel,Ciudad Real,CLM,CH,EC,G13248158,Hermandad del Silencio
Tomelloso,Ciudad Real,CLM,ED,OR,G13260849,Educación Católica - APA Colegio Santo Tomás de Aquino
Ciudad Real,Ciudad Real,CLM,DEP,OR,G13274923,Salesianos - CD Don Bosco
Ciudad Real,Ciudad Real,CLM,DEP,OR,G13327630,Salesianos - CD San Juan Bosco
Puertollano,Ciudad Real,CLM,AS,OR,G13350798,Salesianos - Grupo Scouts Bosco
Bolaños de C.,Ciudad Real,CLM,CH,EC,G13353628,Hermandad Cristo de la Columna
Bolaños de C.,Ciudad Real,CLM,CH,EC,G13395058,Alabarderos Santo Cristo
Ciudad Real,Ciudad Real,CLM,AS,EC,G13435284,Banco de Alimentos
Bolaños de C.,Ciudad Real,CLM,CH,EC,G13460746,Junta de Hermandades
Alcázar,Ciudad Real,CLM,CH,EC,G13534086,A. Belenista Corazón de La Mancha
Puertollano,Ciudad Real,CLM,CH,EC,G13540398,Asociación Cofrade
Ciudad Real,Ciudad Real,CLM,CH,EC,G13545074,A. Belenistas
Huesca,Huesca,ARA,CUL,EC,G13781844,A. Museo Diocesano
Lugo,Lugo,GAL,DEP,OR,G13866801,Escolapios - Escuelas Deportivas
Santiago,A Coruña,GAL,DEP,OR,G13866801,Escolapios - Escuelas Deportivas
Villanueva,Córdoba,AND,FUN,ID,G14019095,Asilo Hospital Jesús Nazareno
Córdoba,Córdoba,AND,FUN,EC,G14020242,Fundación Residencia Santa María
Córdoba,Córdoba,AND,AS,ID,G14023808,Cáritas
Pedroche,Córdoba,AND,AS,ID,G14028427,A. Benéfico Social El Salvador
Montoro,Córdoba,AND,AS,EC,G14028880,Residencia Jesús Nazareno
Rute,Córdoba,AND,AS,EC,G14033484,Fundación Benéfica Asilo Hospicio Juan Crisóstomo Mangas
Palma del Río,Córdoba,AND,AS,OR,G14034086,Salesianas - Fundación Hospital San Sebastián
La Rambla,Córdoba,AND,FUN,MIX,G14035349,Hospital Asilo Santo Cristo
El Viso,Córdoba,AND,FUN,OR,G14040240,Misioneras de la Inmaculada Concepción - Residencia
Cabra,Córdoba,AND,FUN,OR,G14048177,Hijas de la Caridad - Fundación Termens Colegio Niño Jesús
Montilla,Córdoba,AND,ED,OR,G14050645,Salesianos - AMPA Colegio
Córdoba,Córdoba,AND,AS,EC,G14066468,Asociación en Defensa de la Vida
La Carlota,Córdoba,AND,CH,EC,G14084222,Hermandad Jesús Nazareno
Fuente Obejuna,Córdoba,AND,AS,EC,G14092464,Fundación Benéfico Social Los Ángeles
Pozoblanco,Córdoba,AND,CH,EC,G14095467,Cofradía Virgen de Luna
Priego,Córdoba,AND,AS,MIX,G14101513,Hospital Residencia San Juan de Dios
Montilla,Córdoba,AND,ED,OR,G14106074,Salesianos - Antiguos Alumnos
Córdoba,Córdoba,AND,DEP,OR,G14200448,La Salle - CD.
Córdoba,Córdoba,AND,CH,EC,G14211031,Hermandad Jesús de las Penas
Córdoba,Córdoba,AND,CH,EC,G14211312,Hermandad de la Merced
Cabra,Córdoba,AND,CH,EC,G14214407,Archicofradía de la Soledad
Cabra,Córdoba,AND,ED,OR,G14218085,Concepcionistas - AMPA Colegio
Córdoba,Córdoba,AND,FUN,EC,G14222822,Fundación Benéfica Hospital Santa María
Córdoba,Córdoba,AND,CH,EC,G14226369,Hermandad Cristo de Gracia
Córdoba,Córdoba,AND,CH,EC,G14230767,Hermandad Cristo de la Salud
Córdoba,Córdoba,AND,CH,EC,G14233191,Cofradía Cristo de las Penas
Córdoba,Córdoba,AND,CH,EC,G14246821,Archicofradía del Santo Sepulcro
Córdoba,Córdoba,AND,DEP,OR,G14247464,Salesianos - CD. Don Bosco
Córdoba,Córdoba,AND,CH,EC,G14248504,Hermandad Jesús de la Humildad
Córdoba,Córdoba,AND,CH,EC,G14252993,Hermandad Santo Sepulcro
Córdoba,Córdoba,AND,CH,EC,G14268619,Hermandad Jesús Nazareno
Montilla,Córdoba,AND,CH,EC,G14268742,Hermandad de la Santa Cena
Córdoba,Córdoba,AND,CH,EC,G14271522,Hermandad N. Sra. del Socorro
Cabra,Córdoba,AND,CH,EC,G14274344,A. Reyes Magos
Montilla,Córdoba,AND,ED,OR,G14274617,Esclavas Divino Corazón - Colegio La Asunción
Montilla,Córdoba,AND,ED,OR,G14275804,Esclavas Divino Corazón - Antiguas Alumnas Colegio La Asunción
Córdoba,Córdoba,AND,CH,EC,G14276091,Hermandad de la Santísima Virgen
Palma del Río,Córdoba,AND,CH,EC,G14276927,Hermandad Jesús Cautivo
Córdoba,Córdoba,AND,CH,EC,G14278352,Cofradía Jesús del Calvario
Córdoba,Córdoba,AND,CH,EC,G14279657,Cofradía San Juan Evangelista
Córdoba,Córdoba,AND,AS,ID,G14283030,Residencia Parroquial N. Sra. del Valle
Cabra,Córdoba,AND,CH,EC,G14285381,Cofradía de la Piedad
Córdoba,Córdoba,AND,CH,EC,G14286009,Hermandad Jesús de la Fe
Córdoba,Córdoba,AND,IC,EC,G14286215,Amigos Hermanos Cruz Blanca
Córdoba,Córdoba,AND,CH,EC,G14288658,Hermandad del Buen Suceso
Palma del Río,Córdoba,AND,ED,OR,G14288708,Salesianos - AMPA Colegio San Luis
Córdoba,Córdoba,AND,CH,EC,G14288781,Cofradía DUlce Nombre de Jesús
Cabra,Córdoba,AND,CH,EC,G14289979,Hermandad Oración en el Huerta
Cabra,Córdoba,AND,CH,EC,G14292387,Cofradía de la Vera Cruz
La Victoria,Córdoba,AND,CH,EC,G14296289,Hermandad Virgen de los Dolores
Montilla,Córdoba,AND,ED,OR,G14298087,Franciscanas Rebaño de María - APA Colegio San Luis
Córdoba,Córdoba,AND,CH,EC,G14298988,Hermandad de la Purísima Concepción
Rute,Córdoba,AND,CH,EC,G14300248,Cofradía Cristo de la Misericordia
Córdoba,Córdoba,AND,CH,EC,G14302087,Hermandad Cristo de la Agonía
Córdoba,Córdoba,AND,CH,EC,G14303713,Hermandad Jesús de la Sangre
Bujalance,Córdoba,AND,CH,EC,G14304869,Hermandad de San isidro
Palma del Río,Córdoba,AND,CH,EC,G14306401,Hermandad María Santísima
Montoro,Córdoba,AND,CH,EC,G14306781,Cofradía Padre Jesús Nazareno
Bujalance,Córdoba,AND,CH,EC,G14314389,Agrupación de Cofradías
Pozoblanco,Córdoba,AND,CH,EC,G14319362,Agrupación de Cofradías
Montoro,Córdoba,AND,CH,EC,G14331144,Cofradía Virgen de la Cabeza
Córdoba,Córdoba,AND,CH,EC,G14331268,Hermandad de la Sentencia
Córdoba,Córdoba,AND,CH,EC,G14332928,Cofradía Jesús Nazareno
Córdoba,Córdoba,AND,CH,EC,G14341697,Hermandad Jesús del Perdón
Posadas,Córdoba,AND,CH,EC,G14350342,Hermandad de Jesús Nazareno
Córdoba,Córdoba,AND,CH,EC,G14352470,Archicofradía Jesús Nazareno
Cabra,Córdoba,AND,CH,EC,G14356414,Cofradía Buen Fin
Montilla,Córdoba,AND,CH,EC,G14359996,Agrupación de Cofradías
Cabra,Córdoba,AND,CH,EC,G14362115,Agrupación de Cofradías
Pozoblanco,Córdoba,AND,AS,EV,G14368922,El Buen Samaritano - Diaconía
Montoro,Córdoba,AND,CH,EC,G14399984,Cofradía N. Sra. de la Fuensanta
Palma del Río,Córdoba,AND,CH,EC,G14409338,Hermandad del Santo Sepulcro
Montoro,Córdoba,AND,CH,EC,G14415269,A.M. Jesús Caído
Puente Genil,Córdoba,AND,CH,EC,G14425458,Agrupación de Cofradías
Montoro,Córdoba,AND,CH,EC,G14435275,Hermandad Virgen del Carmen
Pozoblanco,Córdoba,AND,CH,EC,G14448195,Cofradía San Antonio de Padua
Montilla,Córdoba,AND,CH,EC,G14451446,Agrupación de Cofradías
Rute,Córdoba,AND,CH,EC,G14451447,Cofradía Santa María de la Cabeza
Rute,Córdoba,AND,CH,EC,G14453013,Cofradía de la Soledad
Montoro,Córdoba,AND,CH,EC,G14454656,Hermandad Cristo de la Humildad
Córdoba,Córdoba,AND,CH,EC,G14456057,Cofradía de la Concepción
Palma del Río,Córdoba,AND,CH,EC,G14462436,Hermandad Salesiano de Nuestro Padre Jesús Nazareno
Córdoba,Córdoba,AND,CH,EC,G14462865,Cofradía de la Vera Cruz
Cabra,Córdoba,AND,CH,EC,G14463517,Cofradía Jesús Amarrado a la Columna
Pozoblanco,Córdoba,AND,ED,OR,G14504724,Concepcionistas - AMPA Colegio La Inmaculada
Córdoba,Córdoba,AND,CH,EC,G14513055,Hermandad de las Penas
Córdoba,Córdoba,AND,AS,OR,G14520134,Hospitalarias Jesús Nazareno
Palma del Río,Córdoba,AND,AS,ID,G14522080,Interparroquial de Promoción Social
Cádiz,Cádiz,AND,AS,OR,G14522171,Salesianos - Fundación Don Bosco Salesianos Social
Córdoba,Córdoba,AND,AS,OR,G14522171,Salesianos - Fundación Don Bosco Salesianos Social
La Laguna,Tenerife,CANA,AS,OR,G14522171,Salesianos - Fundación Don Bosco Salesianos Social
Málaga,Málaga,AND,AS,OR,G14522171,Salesianos - Fundación Don Bosco Salesianos Social
Mérida,Badajoz,EXT,AS,OR,G14522171,Salesianos - Fundación Don Bosco Salesianos Social
Córdoba,Córdoba,AND,CH,EC,G14526545,Hermandad Cristo Yacente
Córdoba,Córdoba,AND,AS,MIX,G14527667,Plataforma de Voluntariado Social
La Carlota,Córdoba,AND,CH,EC,G14529143,Hermandad N. Sra. de los Dolores
Puente Genil,Córdoba,AND,CH,EC,G14541734,A. Jesús de los Afligidos
Fuenteobejuna,Córdoba,AND,CH,EC,G14546030,Hermandad N. Sra. de la Soledad
Montoro,Córdoba,AND,CH,EC,G14553614,Cofradía Entrada en Jerusalén
Montoro,Córdoba,AND,CH,EC,G14560262,Cofradía de la Vera Cruz
Córdoba,Córdoba,AND,CH,EC,G14564264,Cofradía de la Vera Cruz
Córdoba,Córdoba,AND,CH,EC,G14566145,Cofradía de los Dolores
Castro del Río,Córdoba,AND,CH,EC,G14568042,Cofradía Santo Sepulcro
Bujalance,Córdoba,AND,AS,OR,G14573497,San Juan de Dios - Hospital
Córdoba,Córdoba,AND,AS,OR,G14573497,San Juan de Dios - Hospital
Rute,Córdoba,AND,CH,EC,G14580039,Cofradía Jesús de la Humildad
Montoro,Córdoba,AND,CH,EC,G14589527,Cofradía Cristo de la Misericordia
