nombre,provincia,slug_provincia,direccion,telefono,email,horario,registrador,url,fecha_extraccion
Registro de la Propiedad de Trujillo,Cáceres,caceres,"Sola, 16, 10200",(927) 32 00 79,trujillo@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Antonio Manuel Oliva Izquierdo,https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo,2026-01-25 23:51:43
Registro de la Propiedad de Valencia de Alcántara Alcántara,Cáceres,caceres,"Virgen de Guadalupe, 6 (Valencia de Alcántara), 10500",927 58 02 22,valenciadealcantara-alcantara@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Beatriz Casares Merino,https://www.registradores.org/directorio/-/registros/propiedad/caceres/valencia-de-alcantara/registro-de-la-propiedad-de-valencia-de-alcantara-alcantara,2026-01-25 23:51:43
Registro de la Propiedad de Albocàsser Morella,Castellón,castellon,"(Albocàsser) C/ La Font, 1 y 3, 12140",964 42 81 51,albocasser-morella@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Javier Anastasio Martínez Talamantes,https://www.registradores.org/directorio/-/registros/propiedad/castellon/albocasser/registro-de-la-propiedad-de-albocasser-morella,2026-01-25 23:51:43
Registro de la Propiedad de Benicarló,Castellón,castellon,"C/ Jacinto Benavente, 29 - bajo, 12580",964 46 28 29,benicarlo@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Maria Concepcion Castello Carbo,https://www.registradores.org/directorio/-/registros/propiedad/castellon/benicarlo/registro-de-la-propiedad-de-benicarlo,2026-01-25 23:51:43
Registro de la Propiedad de Castellón de la Plana/Castelló de la Plana Nº 01,Castellón,castellon,"Avenida del Mar, 10, 12003",(964) 22 62 28,castellondelaplana1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Antonio Manrique Ríos,https://www.registradores.org/directorio/-/registros/propiedad/castellon/castellon-de-la-planacastello-de-la-pla/registro-de-la-propiedad-de-castellon-de-la-planacastello-de-la-plana-n-01,2026-01-25 23:51:43
Registro de la Propiedad de Castellón de la Plana/Castelló de la Plana Nº 02,Castellón,castellon,"Avenida del Mar, 10 bis - entresuelo, 12003",964 72 26 38,castellondelaplana2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Mercedes Ríos Peset,https://www.registradores.org/directorio/-/registros/propiedad/castellon/castellon-de-la-planacastello-de-la-pla/registro-de-la-propiedad-de-castellon-de-la-planacastello-de-la-plana-n-02,2026-01-25 23:51:43
Registro de la Propiedad de Castellón de la Plana/Castelló de la Plana Nº 03,Castellón,castellon,"Avenida del Mar, 10, 12003",(964) 23 51 11,castellondelaplana3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Miguel Laorden Arnao,https://www.registradores.org/directorio/-/registros/propiedad/castellon/castellon-de-la-planacastello-de-la-pla/registro-de-la-propiedad-de-castellon-de-la-planacastello-de-la-plana-n-03,2026-01-25 23:51:43
Registro de la Propiedad de Castellón de la Plana/Castelló de la Plana Nº 04,Castellón,castellon,"Marqués de la Ensenada, 12 - bajo, 12003",(964) 22 92 61,castellondelaplana4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Gemma Serra Ballester,https://www.registradores.org/directorio/-/registros/propiedad/castellon/castellon-de-la-planacastello-de-la-pla/registro-de-la-propiedad-de-castellon-de-la-planacastello-de-la-plana-n-04,2026-01-25 23:51:43
Registro de la Propiedad de Lucena del Cid,Castellón,castellon,"Avda. Fernando León, 28 B, 12120",(964) 38 01 29,lucenadelcid@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Mónica Gamallo Rivero,https://www.registradores.org/directorio/-/registros/propiedad/castellon/lucena-del-cid/registro-de-la-propiedad-de-lucena-del-cid,2026-01-25 23:51:43
Registro de la Propiedad de Nules Nº 01,Castellón,castellon,"Ausias March, 6, 12520",(964) 65 90 94,nules1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Guillermo José Dromant Jarque,https://www.registradores.org/directorio/-/registros/propiedad/castellon/nules/registro-de-la-propiedad-de-nules-n-01,2026-01-25 23:51:43
Registro de la Propiedad de Nules Nº 02,Castellón,castellon,"Chilches, 11 - bajos, 12520",(964) 67 27 11,nules2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Alberto Manuel Adán García,https://www.registradores.org/directorio/-/registros/propiedad/castellon/nules/registro-de-la-propiedad-de-nules-n-02,2026-01-25 23:51:44
Registro de la Propiedad de Nules Nº 03,Castellón,castellon,"Almenara, 10, 12520",964 10 48 70,nules3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Inmaculada García Fabra,https://www.registradores.org/directorio/-/registros/propiedad/castellon/nules/registro-de-la-propiedad-de-nules-n-03,2026-01-25 23:51:44
Registro de la Propiedad de Oropesa del Mar/Orpesa Nº 01,Castellón,castellon,"Castelló, 3 - 1º, 12594",964 31 31 66,oropesa@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,María Rúa Rodríguez,https://www.registradores.org/directorio/-/registros/propiedad/castellon/oropesa-del-marorpesa/registro-de-la-propiedad-de-oropesa-del-marorpesa-n-01,2026-01-25 23:51:43
Registro de la Propiedad de Oropesa del Mar/Orpesa Nº 02,Castellón,castellon,"Castelló, 3 - 2º, 12594",96 431 26 77,oropesa2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª José Baró Zarzo,https://www.registradores.org/directorio/-/registros/propiedad/castellon/oropesa-del-marorpesa/registro-de-la-propiedad-de-oropesa-del-marorpesa-n-02,2026-01-25 23:51:43
Registro de la Propiedad de Sant Mateu,Castellón,castellon,"Libertad, 2, 12170",964 20 06 99,sanmateo@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Fernando Miguel Vicente Faubel,https://www.registradores.org/directorio/-/registros/propiedad/castellon/sant-mateu/registro-de-la-propiedad-de-sant-mateu,2026-01-25 23:51:43
Registro de la Propiedad de Segorbe,Castellón,castellon,"Obispo Canubio, 21-23-bajo, 12400",(964) 71 02 67,segorbe@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Naiara Recatalá Montoliu,https://www.registradores.org/directorio/-/registros/propiedad/castellon/segorbe/registro-de-la-propiedad-de-segorbe,2026-01-25 23:51:44
Registro de la Propiedad de Vila real Nº 01,Castellón,castellon,"Avenida Francisco Tárrega, 80 - bajo, 12540",(964) 52 09 52,villarreal1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Guillermo Corró Tormo,https://www.registradores.org/directorio/-/registros/propiedad/castellon/villarrealvila-real/registro-de-la-propiedad-de-vila-real-n-01,2026-01-25 23:51:44
Registro de la Propiedad de Vila real Nº 02,Castellón,castellon,"C/ Pablo de Santo Leocadio, 7 - entresuelos 38 y 39, 12540",964 53 23 86,villarreal2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Paula Ruiz Jara,https://www.registradores.org/directorio/-/registros/propiedad/castellon/villarrealvila-real/registro-de-la-propiedad-de-vila-real-n-02,2026-01-25 23:51:44
Registro de la Propiedad de Vila real Nº 03,Castellón,castellon,"Avda. Francisco Tárrega, 80 - entresuelo, 12540",964 50 02 54,villarreal3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Eduardo Nicolau Francés,https://www.registradores.org/directorio/-/registros/propiedad/castellon/villarrealvila-real/registro-de-la-propiedad-de-vila-real-n-03,2026-01-25 23:51:44
Registro de la Propiedad de Vinaròs,Castellón,castellon,"Ángel Giner Ribera, 1 - entresuelo, 12500",(964) 45 18 14,vinaroz@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Sebastián Brau Febrer,https://www.registradores.org/directorio/-/registros/propiedad/castellon/vinaros/registro-de-la-propiedad-de-vinaros,2026-01-25 23:51:44
Registro de la Propiedad de Viver,Castellón,castellon,"Plaza Mayor, 7 y 9, 12460",(964) 14 13 01,viver@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Ignacio Constantino Madrid Bergillos,https://www.registradores.org/directorio/-/registros/propiedad/castellon/viver/registro-de-la-propiedad-de-viver,2026-01-25 23:51:44
Registro de la Propiedad de Ceuta y Mercantil y de Bienes Muebles de Ceuta,Ceuta,ceuta/ceuta/registro-de-la-propiedad-de-ceuta-y-merc-y-bm,"Paseo Alcalde Sánchez Prados, 6 - 1ª, 51001",(956) 51 14 22,ceuta@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Jorge Alonso Zugasti,https://www.registradores.org/directorio/-/registros/propiedad/ceuta/ceuta/registro-de-la-propiedad-de-ceuta-y-merc-y-bm,2026-01-25 23:51:46
Registro de la Propiedad de Melilla y Mercantil y de Bienes Muebles de Melilla,Melilla,melilla/melilla/registro-de-la-propiedad-de-melilla-y-merc-y-bm,"O´Donnell, 5 - 1º, 52001",(95) 269 01 44,melilla@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Juan Pablo García Yusto,https://www.registradores.org/directorio/-/registros/propiedad/melilla/melilla/registro-de-la-propiedad-de-melilla-y-merc-y-bm,2026-01-25 23:51:46
Registro de la Propiedad de Alacant/Alicante Nº 01,Alicante,alicante,"Arquitecto Morell, 19 - 4ª, 3003",(96) 522 70 43,alicante1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Jose Luis Rueda Egea,https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-01,2026-01-25 23:51:44
Registro de la Propiedad de Alacant/Alicante Nº 02,Alicante,alicante,"Arquitecto Morell, 19 - 4º, 3003",(96) 522 70 42,alicante2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Margarita González De La Torre Rodrigo,https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-02,2026-01-25 23:51:44
Registro de la Propiedad de Alacant/Alicante Nº 03,Alicante,alicante,"Arquitecto Morell, 19 - 2º Centro, 3003",(96) 598 62 79,alicante3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Ramon Martín Marco,https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-03,2026-01-25 23:51:44
Registro de la Propiedad de Alacant/Alicante Nº 04,Alicante,alicante,"Arquitecto Morell, 19 - 3º Centro, 3003",(96) 592 31 04,alicante4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Leonor Rodríguez Sánchez,https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-04,2026-01-25 23:51:44
Registro de la Propiedad de Alacant/Alicante Nº 05,Alicante,alicante,"Arquitecto Morell, 19 - 3º A, 3003",(96) 592 73 48,alicante5@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Manuel García-Serna Colomina,https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-05,2026-01-25 23:51:44
Registro de la Propiedad de Alacant/Alicante Nº 07,Alicante,alicante,"Arquitecto Morell, 19 - 4º  Izq., 3003",96 598 63 95,alicante7@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Jose Luis Rueda Egea,https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-07,2026-01-25 23:51:44
Registro de la Propiedad de Alacant/Alicante Nº 08,Alicante,alicante,"Arquitecto Morell, 19 - 3º, 3003",(96) 513 20 57,alicante8@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Celia María Tornel García,https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-08,2026-01-25 23:51:44
Registro de la Propiedad de Alcoy/Alcoi,Alicante,alicante,"Santo Tomás, 2 - 2º, 3801",96 554 87 79,alcoy@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Guillermo Colomer Lloret,https://www.registradores.org/directorio/-/registros/propiedad/alicante/alcoyalcoi/registro-de-la-propiedad-de-alcoyalcoi-n-01,2026-01-25 23:51:44
Registro de la Propiedad de Almoradí,Alicante,alicante,"Ávda. Estadio Sadrián, 2 - chaflán, 3160",96 678 32 98,almoradi@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Julio Garrido Requena,https://www.registradores.org/directorio/-/registros/propiedad/alicante/almoradi/registro-de-la-propiedad-de-almoradi,2026-01-25 23:51:44
Registro de la Propiedad de Altea,Alicante,alicante,"Avenida del Puerto, 1 A - Apdo. correos 1548, 3590",96 527 13 10,altea@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Rafael Francisco Carbonell Serrano,https://www.registradores.org/directorio/-/registros/propiedad/alicante/altea/registro-de-la-propiedad-de-altea-n-01,2026-01-25 23:51:44
Registro de la Propiedad de Aspe,Alicante,alicante,"Avenida Madrid, 5-planta baja, 3680",965 49 02 21,aspe@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Sofía María Romero Rodríguez,https://www.registradores.org/directorio/-/registros/propiedad/alicante/aspe/registro-de-la-propiedad-de-aspe,2026-01-25 23:51:44
Registro de la Propiedad de Benidorm Nº 01,Alicante,alicante,"Avda. L'Aiguera, Ed.Gemelos XI-Zag2, 3501",(96) 585 48 36,benidorm1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Ruth Juste Ribes,https://www.registradores.org/directorio/-/registros/propiedad/alicante/benidorm/registro-de-la-propiedad-de-benidorm-n-01,2026-01-25 23:51:44
Registro de la Propiedad de Benidorm Nº 02,Alicante,alicante,"Avda. L'Aiguera, Ed. Anfiteatro, 5, 3501",(96) 586 39 30,benidorm2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Consuelo García Pedro,https://www.registradores.org/directorio/-/registros/propiedad/alicante/benidorm/registro-de-la-propiedad-de-benidorm-n-02,2026-01-25 23:51:44
Registro de la Propiedad de Benidorm Nº 03,Alicante,alicante,"Avda. L''Aiguera, Ed.Gemelos XI-Zag1, 3501",(96) 680 33 30,benidorm3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Margarita Aranda Mínguez,https://www.registradores.org/directorio/-/registros/propiedad/alicante/benidorm/registro-de-la-propiedad-de-benidorm-n-03,2026-01-25 23:51:44
Registro de la Propiedad de Benissa,Alicante,alicante,"Ricardo Benavente, 4 - A - bajo, 3720",965 73 05 08,benissa@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Virginia Mengual Frasés,https://www.registradores.org/directorio/-/registros/propiedad/alicante/benissa/registro-de-la-propiedad-de-benissa,2026-01-25 23:51:45
